branch,track_maintenance_area,track_maintenance_control_room,road_administrator,route,address,transportation_bureau,prefecture,railway,name,kana,latitude,longitude,kilometer,starting_station,ending_station,rc_type,rc_type_detail,lines
近統(神戸),姫路鉄道部,姫路鉄道部工務,姫路市,里道,兵庫県姫路市飾西字長尾四十町577-3,近畿,兵庫,姫新線,四十町,しじゅうまち,0,0,8.987,余部,太市,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,姫路市,太市10号,兵庫県姫路市飾西字高田317-6,近畿,兵庫,姫新線,相野,あいの,0,0,9.55,余部,太市,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,兵庫県,石倉太子線,兵庫県姫路市西脇字構の内444-8,近畿,兵庫,姫新線,西脇,にしわき,0,0,10.048,太市,本竜野,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,姫路市,太市48号,兵庫県姫路市西脇字構の内428-3,近畿,兵庫,姫新線,学校前,がっこうまえ,0,0,10.202,太市,本竜野,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,姫路市,里道,兵庫県姫路市西脇字構の内522-5,近畿,兵庫,姫新線,寺西,てらにし,0,0,10.289,太市,本竜野,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,姫路市,太市13号,兵庫県姫路市西脇字構の内607-2,近畿,兵庫,姫新線,三味,さんまい,0,0,10.532,太市,本竜野,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,姫路市,太市29号,兵庫県姫路市西脇字池の下810-1,近畿,兵庫,姫新線,新寺門,しんてらもん,0,0,10.67,太市,本竜野,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,姫路市,太市46号,兵庫県姫路市西脇字鷹の子1582-9,近畿,兵庫,姫新線,丸山,まるやま,0,0,11.535,太市,本竜野,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,兵庫県,上伊勢誉田線,兵庫県たつの市龍野町未政字向川原249-5,近畿,兵庫,姫新線,林田川,はやしだがわ,0,0,13.745,太市,本竜野,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,里道,兵庫県たつの市龍野町未政字藪下149-3,近畿,兵庫,姫新線,末政,すえまさ,0,0,14.064,太市,本竜野,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,宮脇島田線,兵庫県たつの市龍野町中村字宮川232-4,近畿,兵庫,姫新線,中村第一,なかむらだいいち,0,0,14.481,太市,本竜野,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,里道,兵庫県たつの市龍野町中村字向田256-3,近畿,兵庫,姫新線,中村第二,なかむらだいに,0,0,14.571,太市,本竜野,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,本龍野停車場末政線,兵庫県たつの市龍野町中村字向田284-3,近畿,兵庫,姫新線,中村第三,なかむらだいさん,0,0,14.755,太市,本竜野,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,兵庫県,姫路上郡線,兵庫県たつの市龍野町日飼字柿本199-3,近畿,兵庫,姫新線,富永,とみなが,0,0,15.343,本竜野,東觜崎,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,片山東中学校前線,兵庫県たつの市龍野町日飼字柿本206-3,近畿,兵庫,姫新線,竜中前,たっちゅうまえ,0,0,15.509,本竜野,東觜崎,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,日飼竜野東中学校線,兵庫県たつの市龍野町日飼字川の上81-5,近畿,兵庫,姫新線,片山,かたやま,0,0,15.817,本竜野,東觜崎,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,里道,兵庫県たつの市龍野町島田字下山根809-2,近畿,兵庫,姫新線,片山第一,かたやまだいいち,0,0,16.116,本竜野,東觜崎,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,島田4号線,兵庫県たつの市龍野町島田字高田345-3,近畿,兵庫,姫新線,高田,たかだ,0,0,16.57,本竜野,東觜崎,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,島田奥村線,兵庫県たつの市龍野町島田字宝満251-5,近畿,兵庫,姫新線,島田第三,しまだだいさん,0,0,16.802,本竜野,東觜崎,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,小那田3号線,兵庫県たつの市神岡町東觜崎字小那田541-4,近畿,兵庫,姫新線,神岡,かみおか,34.881857,134.556395,17.131,本竜野,東觜崎,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,東觜崎2号線,兵庫県たつの市神岡町字大住寺449-3,近畿,兵庫,姫新線,佐用街道,さようかいどう,34.889988,134.558237,18.048,東觜崎,播磨新宮,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,觜崎新宮線,兵庫県たつの市新宮町觜崎字天満445-2,近畿,兵庫,姫新線,揖保川堤防,いぼがわていぼう,34.893933,134.553619,18.723,東觜崎,播磨新宮,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,船渡北村線,兵庫県たつの市新宮町北村字車田71-2,近畿,兵庫,姫新線,北村第二,きたむらだいに,34.897901,134.550644,19.277,東觜崎,播磨新宮,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,北村仙正線,兵庫県たつの市新宮町北村字車田122-3,近畿,兵庫,姫新線,河原,かわはら,34.899099,134.550357,19.413,東觜崎,播磨新宮,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,里道,兵庫県たつの市新宮町北村字車田151-2,近畿,兵庫,姫新線,千原,ちはら,34.900427,134.550112,19.562,東觜崎,播磨新宮,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,井野原20号線,兵庫県たつの市新宮町井野原字竹端694-2,近畿,兵庫,姫新線,猪の原一,いのはらいち,34.90586,134.550225,20.165,東觜崎,播磨新宮,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,井野原段之上線,兵庫県たつの市新宮町井野原字下向川原719-3,近畿,兵庫,姫新線,猪の原二,いのはらに,34.90711,134.55026,20.304,東觜崎,播磨新宮,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,兵庫県,新宮林田線,兵庫県たつの市新宮町井野原字井口941-3,近畿,兵庫,姫新線,立石,たていし,34.910788,134.550359,20.712,東觜崎,播磨新宮,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,井野原28号線,兵庫県たつの市新宮町井野原字上新田1-25,近畿,兵庫,姫新線,砂子,すなご,34.913177,134.550015,20.979,東觜崎,播磨新宮,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,新宮2号線,兵庫県たつの市新宮町新宮字中河原982-7,近畿,兵庫,姫新線,魚芳,うおよし,0,0,21.432,東觜崎,播磨新宮,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,新宮19号線,兵庫県たつの市新宮町新宮字元町1044-2,近畿,兵庫,姫新線,宮の前（2）,みやのまえ,0,0,21.586,東觜崎,播磨新宮,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,兵庫県,宍粟新宮線,兵庫県たつの市新宮町新宮字元町1054-4,近畿,兵庫,姫新線,山崎街道,やまざきかいどう,0,0,21.636,東觜崎,播磨新宮,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,新宮17号線,兵庫県たつの市新宮町新宮字元町1050-4,近畿,兵庫,姫新線,新宮三,しんぐうさん,0,0,21.739,東觜崎,播磨新宮,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,新宮山崎線,兵庫県たつの市新宮町新宮字新町575-2,近畿,兵庫,姫新線,旧山崎街道,きゅうやまざきかいどう,0,0,21.814,東觜崎,播磨新宮,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,新宮中学校線,兵庫県たつの市新宮町新宮字境田204-7,近畿,兵庫,姫新線,大鳥,おおとり,0,0,22.375,播磨新宮,千本,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,平野7号線,兵庫県たつの市新宮町平野字丁田397-5,近畿,兵庫,姫新線,平野第二,ひらのだいに,0,0,23.484,播磨新宮,千本,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,平野1号線,兵庫県たつの市新宮町平野字門田665-2,近畿,兵庫,姫新線,平野第三,ひらのだいさん,0,0,23.791,播磨新宮,千本,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,平野4号線,兵庫県たつの市新宮町平野字岸ノ下820-3,近畿,兵庫,姫新線,出茶屋,でぢゃや,0,0,24.137,播磨新宮,千本,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,能地福栖線,兵庫県たつの市新宮町能地字バントメ128-4,近畿,兵庫,姫新線,能地第一,のうちだいいち,0,0,25.343,播磨新宮,千本,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,福栖千本線,兵庫県たつの市新宮町福栖字森本678-6,近畿,兵庫,姫新線,福栖,ふくす,0,0,26.083,播磨新宮,千本,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,農道,兵庫県たつの市新宮町千本字下河原2280-2,近畿,兵庫,姫新線,金井,かない,0,0,26.864,播磨新宮,千本,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,千本本通線,兵庫県たつの市新宮町千本字出口1948-4,近畿,兵庫,姫新線,千本街道,せんぼんかいどう,0,0,27.728,播磨新宮,千本,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,千本8号線,兵庫県たつの市新宮町千本字南1863-4,近畿,兵庫,姫新線,千本第二,せんぼんだいに,0,0,28.049,千本,西栗栖,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,千本本通線,兵庫県たつの市新宮町千本字大宇登12-5,近畿,兵庫,姫新線,大宇登,おおうど,0,0,29.191,千本,西栗栖,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,農道,兵庫県たつの市新宮町栗町字岡の下164-7,近畿,兵庫,姫新線,広芝,ひろこげ,0,0,29.856,千本,西栗栖,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,里道,兵庫県たつの市新宮町栗町字岡の下66-3,近畿,兵庫,姫新線,町屋,まちや,0,0,30.109,千本,西栗栖,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,鍛冶屋9号線,兵庫県たつの市新宮町鍛冶屋字小別当477-3,近畿,兵庫,姫新線,矢野原第二,やのはらだいに,0,0,31.526,西栗栖,三日月,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,たつの市,下莇原2号線,兵庫県たつの市新宮町下莇原字小谷284-3,近畿,兵庫,姫新線,小谷第二,こたにだいに,0,0,34.047,西栗栖,三日月,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,弓木線,兵庫県佐用町三日月字上河原1824-3,近畿,兵庫,姫新線,能谷,のうたに,0,0,34.938,西栗栖,三日月,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,西村線,兵庫県佐用町三日月字向1716-4,近畿,兵庫,姫新線,猪谷,いのたに,0,0,35.416,西栗栖,三日月,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,祗園住宅線,兵庫県佐用町三日月字西田1631-3,近畿,兵庫,姫新線,西田,にしだ,0,0,35.702,西栗栖,三日月,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,駅裏線,兵庫県佐用町三日月字折口987-3,近畿,兵庫,姫新線,茶屋,ちゃや,0,0,36.331,西栗栖,三日月,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,乃井野弦谷線,兵庫県佐用町乃井野字赤社1573-3,近畿,兵庫,姫新線,三日月,みかづき,0,0,36.896,三日月,播磨徳久,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,赤社線,兵庫県佐用町乃井野字赤社1496-5,近畿,兵庫,姫新線,野村第一,のむらだいいち,0,0,37.544,三日月,播磨徳久,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,市ノ上弦谷線,兵庫県佐用町末広字南木の上163-5,近畿,兵庫,姫新線,市の上,いちのうえ,0,0,37.958,三日月,播磨徳久,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,上田2号線,兵庫県佐用町末広字前田302-2,近畿,兵庫,姫新線,新宿,しんじゅく,0,0,38.66,三日月,播磨徳久,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,久保長田線,兵庫県佐用町末広字樋の元900-3,近畿,兵庫,姫新線,末広,すえひろ,0,0,39.071,三日月,播磨徳久,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,久保長田線,兵庫県佐用町末広字後谷1401-98,近畿,兵庫,姫新線,第一長田,だいいちおさだ,0,0,39.819,三日月,播磨徳久,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,宝蔵寺線,兵庫県佐用町土井字下長田44-5,近畿,兵庫,姫新線,宝蔵寺,ほうぞうじ,0,0,40.649,三日月,播磨徳久,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,末広久崎線,兵庫県佐用町土井字下川原476-3,近畿,兵庫,姫新線,第二土居,だいにどい,0,0,41.113,三日月,播磨徳久,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,その他,里道,兵庫県佐用町佐用字大坪3404-4,近畿,兵庫,姫新線,大山谷,おおやまだに,0,0,44.962,播磨徳久,佐用,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,新地本通線,兵庫県佐用町佐用字間島田2896-9,近畿,兵庫,姫新線,間島田,ましまだ,0,0,45.777,播磨徳久,佐用,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,中町大坪線,兵庫県佐用町佐用字山平2494-3,近畿,兵庫,姫新線,山平,やまひら,0,0,46.422,佐用,上月,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,中道線,兵庫県佐用町佐用字前田2388-4,近畿,兵庫,姫新線,前田,まえだ,0,0,46.767,佐用,上月,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,中町大坪線,兵庫県佐用町佐用字前田2377-3,近畿,兵庫,姫新線,大坪,おおつぼ,0,0,46.908,佐用,上月,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,葉草線,兵庫県佐用町山脇字ソウ木谷20-3,近畿,兵庫,姫新線,春草第一,はるくさだいいち,0,0,47.38,佐用,上月,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,山脇線,兵庫県佐用町山脇字前川原533-3,近畿,兵庫,姫新線,山脇第二,やまわきだいに,0,0,47.966,佐用,上月,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,山脇線,兵庫県佐用町山脇字才田1068-2,近畿,兵庫,姫新線,山脇第三,やまわきだいさん,0,0,48.543,佐用,上月,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,浜河原線,兵庫県佐用町山脇字浜河原1206-2,近畿,兵庫,姫新線,早瀬第一,はやせだいいち,0,0,48.971,佐用,上月,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,岡線,兵庫県佐用町早瀬字四拾代81-5,近畿,兵庫,姫新線,早瀬第二,はやせだいに,0,0,49.983,佐用,上月,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,早瀬岡線,兵庫県佐用町仁位字岡631-6,近畿,兵庫,姫新線,仁位,にい,0,0,50.416,佐用,上月,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,兵庫県,国道３７３号,兵庫県佐用町上月字小山ヶ鼻509-3,近畿,兵庫,姫新線,上月,こうづき,0,0,50.62,佐用,上月,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,佐用町,西畠線,兵庫県佐用町力万字西畑239-2,近畿,兵庫,姫新線,小日山,こひやま,0,0,52.066,上月,美作土居,１種,自動(甲),単線
近統(神戸),姫路鉄道部,姫路鉄道部工務,兵庫県,国道179号,兵庫県佐用町西大畠字竹田1-2,近畿,兵庫,姫新線,力万,りきまん,0,0,52.458,上月,美作土居,１種,自動(甲),単線
近統(神戸),姫路保線区,姫路保線管理室,兵庫県,大塩別所線,兵庫県姫路市別所町別所字西芝崎799-1,近畿,兵庫,山陽列車線,中川原二,なかがわらに,0,0,49.555,ひめじ別所,御着,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,里道,兵庫県姫路市御国野町御着字深見210-2,近畿,兵庫,山陽列車線,五反坪二,ごたんつぼに,0,0,50.005,ひめじ別所,御着,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,別所62号線,兵庫県姫路市御国野町御着字横田432-1,近畿,兵庫,山陽列車線,横田西,よこたにし,0,0,50.787,御着,姫路,１種,自動(甲),４線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,四郷17号線,兵庫県姫路市御国野町御着字牛堂前636-2,近畿,兵庫,山陽列車線,牛堂前,うしどうまえ,0,0,50.915,御着,姫路,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,市道,兵庫県姫路市岡田字北の町625-6,近畿,兵庫,山陽列車線,栗の森,くりのもり,0,0,57.412,姫路,英賀保,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,兵庫県,田寺．今在家,兵庫県姫路市町の坪字棚田170-3,近畿,兵庫,山陽列車線,棚田,たなだ,0,0,57.719,姫路,英賀保,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,里道,兵庫県姫路市町の坪字豆田493-1,近畿,兵庫,山陽列車線,豆田第三,まめだだいさん,0,0,57.938,姫路,英賀保,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,荒川55号,兵庫県姫路市苫編字池の下41-2,近畿,兵庫,山陽列車線,池の下第一,いけのしただいいち,0,0,58.419,姫路,英賀保,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,荒川56号,兵庫県姫路市苫編字村前184-1,近畿,兵庫,山陽列車線,村前第一,むらまえだいいち,0,0,58.811,姫路,英賀保,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,里道,兵庫県姫路市飾磨区付城字大野68-3,近畿,兵庫,山陽列車線,大野第一,おおのだいいち,0,0,59.141,姫路,英賀保,１種,自動(甲),３線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,八幡74号,兵庫県姫路市飾磨区山崎字村東311-1,近畿,兵庫,山陽列車線,春日,かすが,0,0,59.731,英賀保,はりま勝原,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,勝原219号線,兵庫県姫路市広畑区才字西配賦663-1,近畿,兵庫,山陽列車線,配賦,はいふ,0,0,60.952,英賀保,はりま勝原,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,里道,兵庫県姫路市広畑区才字西配賦653-1,近畿,兵庫,山陽列車線,東配賦第二,ひがしはいふだいに,0,0,61.092,英賀保,はりま勝原,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,八幡230号,兵庫県姫路市広畑区才字上石田1008-1,近畿,兵庫,山陽列車線,石田,いしだ,0,0,61.334,英賀保,はりま勝原,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,八幡209号,兵庫県姫路市広畑区才字富津107-3,近畿,兵庫,山陽列車線,富津,とみつ,0,0,61.685,英賀保,はりま勝原,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,八幡227号,兵庫県姫路市広畑区則直字八反町52-2,近畿,兵庫,山陽列車線,町田,まちだ,34.81024443,134.6177634,61.933,英賀保,はりま勝原,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,勝原33号,兵庫県姫路市勝原区熊見字堤の下407,近畿,兵庫,山陽列車線,堤の下壱,つつみのしたいち,34.81087745,134.6070446,62.924,はりま勝原,網干,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,勝原30号,兵庫県姫路市勝原区山戸字五反長52-2,近畿,兵庫,山陽列車線,五反田弐,ごたんだに,34.81138404,134.602234,63.37,はりま勝原,網干,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,里道,兵庫県姫路市勝原区山戸字五反長56-2,近畿,兵庫,山陽列車線,五反田参,ごたんださん,34.81145479,134.6010528,63.476,はりま勝原,網干,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,勝原20号,兵庫県姫路市勝原区山戸字山戸243-2,近畿,兵庫,山陽列車線,上の坪壱,かみのつぼいち,34.81165105,134.5975679,63.798,はりま勝原,網干,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,勝原191号,兵庫県姫路市勝原区山戸字恵美穂364-1,近畿,兵庫,山陽列車線,上の坪参,かみのつぼさん,34.81174919,134.5960505,63.936,はりま勝原,網干,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,勝原90号,兵庫県姫路市勝原区朝日谷字雉子落233-1,近畿,兵庫,山陽列車線,雉子落,きじおち,34.81246574,134.5923626,64.281,はりま勝原,網干,１種,自動(甲),複線
近統(神戸),姫路保線区,姫路保線管理室,姫路市,里道,兵庫県姫路市網干区和久字岩ヶ坪426-4,近畿,兵庫,山陽列車線,岩ケ坪,いわがつぼ,34.8138098,134.5863709,64.855,はりま勝原,網干,１種,自動(甲),５線以上
近統(神戸),姫路保線区,姫路保線管理室,兵庫県,太子、御津,兵庫県姫路市網干区高田字茶の木362-1,近畿,兵庫,山陽列車線,茶ノ木,ちゃのき,34.8148524,134.5820931,65.262,網干,竜野,１種,自動(甲),３線
近統(神戸),姫路保線区,姫路保線管理室,太子町,認定外道路,兵庫県揖保郡太子町糸井字柿ヶ坪308-1,近畿,兵庫,山陽列車線,柿の坪,かきのつぼ,34.8152834,134.5802004,65.439,網干,竜野,１種,自動(甲),５線以上
近統(神戸),姫路保線区,相生保線管理室,太子町,中道跨線橋船代線,兵庫県揖保郡太子町船代字稲荷66-22,近畿,兵庫,山陽列車線,船代,ふなだい,34.818912,134.559974,67.331,網干,竜野,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,太子町,林田川堤防2号線,兵庫県揖保郡太子町船代字下河原100-1,近畿,兵庫,山陽列車線,下河原三,しもがはらさん,34.819362,134.557298,67.584,網干,竜野,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,兵庫県,網干たつの線,兵庫県たつの市揖保町東用字村東402-1,近畿,兵庫,山陽列車線,村東,むらひがし,34.821618,134.547927,68.484,網干,竜野,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,たつの市,西構眞砂橋線,兵庫県たつの市揖保町西構字今木239-7,近畿,兵庫,山陽列車線,北垣内,きたかきうち,34.824995,134.541227,69.202,網干,竜野,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,たつの市,揖保中真砂線,兵庫県たつの市揖保町今市字才の前36-2,近畿,兵庫,山陽列車線,来光寺,らいこうじ,34.82643538,34.82643538,69.514,網干,竜野,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,兵庫県,たつの竜野停車場線,兵庫県たつの市揖保川町黍田字口入50-4,近畿,兵庫,山陽列車線,清水,しみず,34.82582817,134.5245141,70.801,網干,竜野,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,たつの市,黍田鳥井元線,兵庫県たつの市揖保川町黍田字宮の下28-2,近畿,兵庫,山陽列車線,宮の下,みやのした,34.82582817,134.5245141,71.202,竜野,相生,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,たつの市,原藪ノ内線,兵庫県たつの市揖保川町原字田灘562-2,近畿,兵庫,山陽列車線,田灘,たなだ,34.82315171,134.5116275,72.02,竜野,相生,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,たつの市,原池田線,兵庫県たつの市揖保川町大門字池田459-3,近畿,兵庫,山陽列車線,池田一,いけだいち,34.82154996,134.5058943,72.574,竜野,相生,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,相生市,那波野30号線,兵庫県相生市那波野字土居651-4,近畿,兵庫,山陽列車線,土居三,どいさん,34.82012375,134.4949529,73.594,竜野,相生,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,相生市,那波野63号線,兵庫県相生市那波野字研屋垣内765-2,近畿,兵庫,山陽列車線,磨屋四,まやよん,34.82002101,134.491279,73.932,竜野,相生,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,相生市,池之内赤坂線,兵庫県相生市池の内字家の下543-1,近畿,兵庫,山陽列車線,家の下三,いえのしたさん,34.81890291,134.484423,74.576,竜野,相生,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,相生市,山手大石町1号線,兵庫県相生市大石町字東岡736-1,近畿,兵庫,山陽列車線,東岡,ひがしおか,34.8178684,134.4757824,75.388,竜野,相生,１種,自動(甲),３線
近統(神戸),姫路保線区,相生保線管理室,相生市,緑ケ岡本通り線,兵庫県相生市若狭野町入野字横山115-2,近畿,兵庫,山陽列車線,緑ケ丘,みどりがおか,0,0,77.643,相生,有年,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,相生市,野々13号線,兵庫県相生市若狭野町入野字池の内903-4,近畿,兵庫,山陽列車線,前田一,まえだいち,0,0,78.253,相生,有年,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,相生市,入野9号線,兵庫県相生市若狭野町入野字池の内806-2,近畿,兵庫,山陽列車線,前田四,まえだよん,0,0,78.611,相生,有年,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,相生市,入野6号線,兵庫県相生市若狭野町野々字大町筋363-2,近畿,兵庫,山陽列車線,大町筋,おおまちすじ,0,0,78.971,相生,有年,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,相生市,緑ケ丘雨内線,兵庫県相生市若狭野町野々字中上在460-1,近畿,兵庫,山陽列車線,西上佐一,にしあげさいち,0,0,79.24,相生,有年,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,相生市,八洞雨内線,兵庫県相生市若狭野町野々字西原88-2,近畿,兵庫,山陽列車線,雨内,あまうち,0,0,79.756,相生,有年,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,相生市,里道,兵庫県相生市若狭野町福井字大坪407-2,近畿,兵庫,山陽列車線,大坪二,おおつぼに,0,0,80.347,相生,有年,１種,自動(甲),複線
